segment-id,segment-type,segment-speaker,segment-text
scene1,slugline,,1: INT. COMMUNITY HALL. DAY.
desc1.0,desc,,"The Church of St. Peter Los Angeles. ""WHOEVER YOU SEE HERE - WHATEVER YOU HEAR HERE - STAYS HERE."" That's a notice on a wall. Here's another notice ""NO SMOKING."" Everyone is smok- ing. This is an AA meeting. There's a lot of Faces to look at. I don't know when we'll get to the one that's talking, but when we do it's like this. Eyes like glue. 50 years old with a face the color of a snuff-users hanky. He says this:"
utter1.1,utter,BENNY,".. after my third recovery my wife made me swear I'd never bring another bottle into the house. And I never did. I bur- ied it under the lawn. Cut out a turf & stood it upright with a piece of tin- foil instead of a cork. So here we are out in the yard, and she's happy because I'm getting healthy in a pair of swim- ing shorts & no way near no booze. She"
desc1.2,desc,,"decides to prune the roses. Meanwhile,"
desc1.3,desc,,Curious thing about drunks. Their disease often amuses them.
utter1.4,utter,CHAIR,"Thank you, Benny .. We have a few more minutes .. Anyone else like to share? .."
desc1.5,desc,,Ash into an ashtray and now a face. He's around 40 years old. Intense eyes & dark hair. Probably good looking when the ang- le's right. But this is a bad angle. His name is JOHN BERLIN.
utter1.6,utter,BERLIN,My name's John .. and I'm an alcoholic ..
utter1.7,utter,ALL,"Hi, John."
utter1.8,utter,BERLIN,"I didn't intend to speak today. Matter of fact, I wasn't gonna come to the meeting .. But I wanna say a couple of things I hope may be of use, particularly as Benny says, to the new faces here. I first came into this fellowship ten months ago. I came to a meeting I was convinced was gonna be my last - how could a buncha drunks help me? -"
desc1.9,desc,,"Then someone got up, I think it was Micky,"
scene2,slugline,,2: EXT. OAKLAND BRIDGE. SAN FRANCISCO BAY. DUSK.
desc2.10,desc,,High above the Golden Gate. Too high for specifics. But there is something down there of interest to the Camera. Descending with the Music it seems to isolate a particular car. Too many and too distant to know which it is. But the Camera is follow- ing and already a mile up the 101 Interstate travelling north. Maybe via a dissolve. And maybe not. But red and white either way as the headlights are coming on. The Camera is closing on the highway. And a car has definitely been selected. There is nothing much of interest about it. It's a blue Mercedes sedan. Mussorgsky will choreograph the pace of these cuts. The first puts the frame directly in front of the car. In a few moments its brights snap up. And Titles continue in a dazzle of light.
scene3,slugline,,3: INT. MERCEDES SEDAN. 101. DUSK.
desc3.11,desc,,Nobody in the car except BERLIN. And a lot of cigarette smoke. Just time to wedge in a P.O.V. There's an intersection coming up. He hits the indicators and crosses lanes winding his wind- ow down. Takes a last hit at his cigarette and exits the butt.
scene4,slugline,,4: EXT. FREEWAY INTERSECTION. DUSK.
desc4.12,desc,,An instant of red as the cigarette shatters up the highway. A heavy sky of red and black cloud. The Mercedes turns off head- ing east. This time the Camera doesn't follow. Remains static over the intersection until the tail lights finally disappear.
scene5,slugline,,5: INT. LIVING ROOM. HOUSE. DAWN.
desc5.13,desc,,Bare wooden boards and the sound of singing birds. This house hasn't been lived in for years. No furniture other than a new mattress in the middle of the floor. Still in polythene wraps. BERLIN just about awake on top of it. Ten seconds of disorien- tation while he puts this together. A stone fireplace. Stairs leading to what's got to be a tiny room above. With enough ef- fort this place could be charming. But right now it's a wreck.
scene6,slugline,,6: INT. KITCHEN. HOUSE. DAWN.
desc6.14,desc,,This kitchen was out of date by 1963. A huge china sink and a fat fridge. But the cooker works and a battered old kettle is already on the gas. T-shirt and instant coffee. BERLIN checks cupboards out. Crockery includes a cup and that'll do for now. His lips articulate a silent expletive. The gas has just gone out. Tries to relight it without success. On hands & knees he explores a rubber supply pipe that snakes under the back door.
scene7,slugline,,7: EXT. OPEN END GARAGE AND YARD. HOUSE. DAWN.
desc7.15,desc,,In the garage he finds the gas cylinder. Empty and so is the bastard with it. He drags fingers through hair in frustration. Looks around at the heaps of crap that need clearing out. The view beyond he hardly cares to look at. But if he does it is as follows. Clouds massing on the horizon. Fields getting re- ady for rain. His nearest neighbor is around 200 yards away. His nearest Cow about 50. This house is remote and rural look- ing with a veranda out back. But BERLIN has no inclination for sight-seeing. As he walks away a dreary female Voice seeps in.
scene8,slugline,,8: INT. LIVING ROOM/KITCHEN. HOUSE. DAWN.
