segment-id,segment-type,segment-speaker,segment-text
scene1,slugline,,"Cinema City Films, Inc. Santa Monica, CA 90404 HIGH TENSION WIRES ALONG THE PICO RIVERA RIVERBED (DUSK) above the traffic on the Santa Ana Freeway plunge into forced"
desc1.0,desc,,"perspective along concrete banks, then disappear into a muddy sky. CAMERA DRIFTS DOWNWARD during:"
desc1.1,desc,,Thank you. Well we turn from the
scene2,slugline,,CAMERA DROPS BELOW THE SANTA ANA FREEWAY
desc2.2,desc,,"Parked just above the riverbed on the broken asphalt of a mosquito abatement control road, is a dusty Camaro -- Darin's version of 'Beyond the Sea' comes from its radio and now is broken up by crackling from the tension wires."
utter2.3,utter,McKUSSIC'S VOICE,Whose idea was this? Yours or theirs?
utter2.4,utter,SANDY LEONARD'S VOICE,What idea?
utter2.5,utter,McKUSSIC'S VOICE,Meeting here. Theirs.
utter2.6,utter,SANDY LEONARD'S VOICE,Why?
utter2.7,utter,McKUSSIC'S VOICE,"Because it looks like we're out here dealing dope, that's why (in response to crackling radio) - you like listening to static?"
utter2.8,utter,SANDY LEONARD'S VOICE,(a touch defensive) It's tough getting FM.
utter2.9,utter,McKUSSIC'S VOICE,"- under high tension wires and a fucken freeway, yeah, sure - these guys are late. What time'd you say they were gonna meet you?"
desc2.10,desc,,SANDY LEONARD'S VOICE
utter2.11,utter,McKUSSIC'S VOICE,- real late.
utter2.12,utter,SANDY LEONARD'S VOICE,"Okay, what do I do about it now? I can't call it off, so what do I do now?"
utter2.13,utter,McKUSSIC'S VOICE,"(after a few taut, static-filled moments, almost lazily: ) Now? now you back the car up"
desc2.14,desc,,twenty feet and see if you can get
scene3,slugline,,K-Earth.
desc3.15,desc,,Sandy Leonard starts the car and backs it slowly thru its own fumes TO and PAST CAMERA a few yards. The last few bars of 'Beyond the Sea' can be heard clearly once more. McKussic nods approval at the loss of static. He checks out Sandy Leonard's chic but rumpled three-piece suit and the lawyer's briefcase.
utter3.16,utter,McKUSSIC,"Face it. Most of the time this job involves *. (glances around) ** waiting. That's what it is. You wait. (amused) 'It's on the way ** hey, the guy left ten minutes ago, he's definitely got it with him .. (teasing) - should be here any minute *. '"
scene4,slugline,,A '79 CAD SEVILLE
desc4.17,desc,,"moves noticeably faster than the flow of traffic on the Santa Ana Freeway. The shadowy profile of the passenger, NICK FRESCIA, leans forward as he sings 'Beyond the Sea' with Darin. Frescia glances at the gun strapped to the driver's exposed right calf, then to the one poking out from the driver's open jacket. He stops singing:"
utter4.18,utter,FRESCIA,"I thought this was going to be a nice, quiet deal tonight, Leland."
utter4.19,utter,LELAND,It is.
utter4.20,utter,FRESCIA,I don't want my ass blown off - I got a dinner date in forty-five minutes.
utter4.21,utter,LELAND,You'll make it.
utter4.22,utter,FRESCIA,(the smile never wavers as he points) Then don't miss the offramp.
scene5,slugline,,THE SEVILLE SWERVES
desc5.23,desc,,and cuts off a car to make the Florence offramp and the bridge that crosses the desolate riverbed. Frescia resumes singing* with Darin. THRU THE PASSENGER WINDOW MOVING
scene6,slugline,,(NIGHT)
desc6.24,desc,,the Camaro is parked in the distance. Frescia turns to Leland. He's outrageously handsome and clearly disgusted.
utter6.25,utter,FRESCIA,Who picked this spot?
utter6.26,utter,LELAND,They did.
utter6.27,utter,FRESCIA,"- look down there (pointing to riverbed) besides the car, what do you see?"
utter6.28,utter,LELAND,Weeds.
utter6.29,utter,FRESCIA,You could hide a tank in those weeds. Never mind. Let's go with any luck they're as dumb as we are.
desc6.30,desc,,Frescia's Slav but has the Chicano habit of articulating each
utter6.31,utter,McKUSSIC,(squints) - boy this is not too cool. Could
desc6.32,desc,,you tell him to lower his brights
desc6.33,desc,,"The Seville pulls up dangerously close, its headlights FLOODING the Camara."
utter6.34,utter,McKUSSIC,Back up! back up! back up!.:
desc6.35,desc,,Sandy Leonard freezes. McKussic turns the ignition key and jams his foot on Sandy Leonard's. He slams the car in
scene7,slugline,,EXT. SERVICE ROAD (NIGHT)
desc7.36,desc,,"The CAMARO FISHTAILS backwards down the narrow asphalt road, tires kicking up dust and flirting with the forty-foot drop down the embankment's steep walls to the riverbed."
utter7.37,utter,McKussic,brakes.
desc7.38,desc,,HE LEANS OUT THE WINDOW
utter7.39,utter,McKUSSIC,"Lights, godammit!"
desc7.40,desc,,The Seville's headlight beams vanish.
utter7.41,utter,SANDY LEONARD,"Jesus Christ, we're just meeting here to make sure we weren't followed."
scene8,slugline,,UNDER THE BRIDGE
desc8.42,desc,,"Leonard meets with Leland, opens the briefcase revealing the coke. Leland zips open a tote bag filled with money."
scene9,slugline,,THRU McKUSSIC'S CAR WINDOW
desc9.43,desc,,Leonard and Leland obstruct his view to the Seville down the
scene10,slugline,,road.
desc10.44,desc,,McKussic moves across the seat to get a better view of the Seville's lone passenger. He can't. THRU THE SEVILLE WINDOW is having similar problems trying to glimpse the Camaro's lone passenger.
utter10.45,utter,McKUSSIC,(as Leonard gets in) - he's not alone.
utter10.46,utter,LEONARD,(smugly) - neither am I. McKussic is not reassured.
scene11,slugline,,EXT. HOLIDAY INN MONTEBELLO (NIGHT)
desc11.47,desc,,turns into one of the side parking lots.
desc11.48,desc,,Drive all the way around. The Camara whips thru the back parking lot and heads back to the first parking area. They pull into a space. McKussic gets out and stops by another parking space. Something crunches under his feet.
desc11.49,desc,,What're you looking at?
utter11.50,utter,McKUSSIC,(kicking a candy wrapper) Peanut shells. Somebody's been hanging around in their car. You got a room near that stairway?
scene12,slugline,,McKUSSIC ON FIRE EXIT LANDING
desc12.51,desc,,stares at the zig-zag of steps three flights down to the parking lot. The Seville with Frescia has already been parked a couple spaces from the Camara. McKussic spots something at his feet. He looks UP the stairs.
utter12.52,utter,McKUSSIC,"(to Leonard) Go on in, leave the door open, ard"
desc12.53,desc,,"the briefcase in the john McKussic climbs the stairs to the fourth landinJ. :::::s e:.1e level just clears the metal grating when he seesc a:r., c:.U::'e""' is littered with peanut shells."
scene13,slugline,,INT. HOLIDAY INN HOTEL ROOM
desc13.54,desc,,"rushes past SAN.DY LEONARD, enters the bathroom. -~ :;u:,J.Js the top off the toilet tank and drops to his knees. !:':\, c;'.}e..DS the briefcase and pulls out the coke. It's two sol.:.::b :r--::,c:::~-s,. He crushes them and ties the plastic baggie to th<= :t'.iliiJJ.,a-t .f.l=t. He wiggles the handle and it's clear that if he C!)us:,:1~B, the baggie will open and spill its contents. He rec;,Js:,.;;::s, tl:11= top on the tank. McKUSSIC RE-EMERGES from the bathroom, tosses the briefcase on the ::mo."
utter13.55,utter,SANDY LEONARD,What were you doin' in there?
desc13.56,desc,,There's a knock on the door.
utter13.57,utter,SANDY LEONARD,- who is it?
