segment-id,segment-type,segment-speaker,segment-text
desc0.0,desc,,"This film is set in New York City, 1981:"
scene1,slugline,,"Crime Index: 1,209,984"
desc1.1,desc,,*1981 was the most violent year in NYC history as recorded by overall Crime Index in relation to population.
scene2,slugline,,"JANUARY 31, 1981"
desc2.2,desc,,Over black we hear the opening of a garage door. The light spills in and we see.
scene3,slugline,,"EXT. UPPER MIDDLE CLASS RESIDENTIAL HOUSE, QUEENS NYC SUNRISE"
desc3.3,desc,,Open on ABEL MORALES. It is early morning and still almost dark out. He has a rugged yet prosperously-handsome face and is in his mid-thirties. He is struggling to get started with his morning jog.
scene4,slugline,,"EXT. SHIP GRAVEYARD, STATEN ISLAND NYC - DAY"
desc4.4,desc,,"It is early morning. A large bulk fuel oil transport truck sits idling next to a decrepit old dock. The dock sticks into a backwater section of New York harbor that is filled with the decaying remains of half-sunken abandoned barges and tug boats. JULIAN, the young driver of the truck sits and nervously scans the horizon. Eventually a large fuel barge appears in the distance being pushed by a tug boat. The barge is steered past the skeletons of the other sunken ships and makes its way to the dock in front of the tanker truck. JULIAN gets out of his truck and readies a large connecting hose. He looks around nervously. JULIAN steps across the broken boards of the dock and struggles to get the hose to the barge. He hands it to the BARGE OPERATOR with a nod of the head and no words. They connect the hose and start a large generator as it begins to pump fuel into the truck. They both scan the horizon again as the sun begins to come up."
scene5,slugline,,EXT. MORE INDUSTRIAL QUEENS NEIGHBORHOOD- SAME TIME
desc5.5,desc,,ABEL is still jogging as the light begins to increase. It is freezing out. He is a very serious guy. He is not happy that he is out of shape. Finally he stops and bends over to catch his breath. We have run with him from the nicer part of the neighborhood to a rougher section. As he catches his breath he stands up and looks around. He is unsure of his feelings.
scene6,slugline,,INT. ANNA'S DRESSING AREA
desc6.6,desc,,The camera slowly moves in as ANNA sits in a slip at her make up table putting on her face for the day ahead. She looks into the mirror as if she is putting on a coat of armor.
scene7,slugline,,INT. DRIVER'S CAB OF A BULK OIL TRANSPORT TRUCK - DAY
desc7.7,desc,,"STANDARD HEATING OIL, ""We set the Standard"" is written in logo form on the side of the tank. The truck idles in traffic waiting to pay the toll to cross the Verrazano bridge that spans the mouth of New York harbor. JULIAN, the young driver from the dock, cautiously looks around as the traffic inches along. He finally approaches the toll booth and pays."
utter7.8,utter,JULIAN,Good morning.
desc7.9,desc,,"JULIAN speaks English with a well-sanded accent. Is it Central American or Mexican? The female collector gives him a smile. He heads through the booth, but there is still traffic on the other side as the lanes merge together. Just as the traffic is about to pick up he looks in his rearview mirror and we see TWO GUYS come walking through the traffic and towards the cab. Before we know it they are climbing up the cab steps. The GUY on the driver's side, LOUIS SERVIDIO, is small and very slight but he moves with great speed and strength. He shatters the glass side window with his elbow. Unlocks the door just as his partner, THUG #2, does the same thing on the passenger side, but he is holding a gun. They are not wearing masks. It's very brazen. Before THUG #2 even asks JULIAN to get out of the cab LOUIS SERVIDIO crushes him in the jaw with three swift punches then pulls him out of the cab and down onto the roadway. LOUIS SERVIDIO pulls the door shut and they drive away with the truck leaving JULIAN sitting in the middle of the road staring, as blood starts to flow from his jaw."
scene8,slugline,,INT. PARKING YARD OF STANDARD HEATING OIL- SAME TIME
desc8.10,desc,,"Two almost-matching late model Mercedes pull up to a chainlink gate with a small sign that says ""STANDARD HEATING OIL: WE SET THE STANDARD"". The DISPATCHER opens the gate. They both pull into reserved parking spaces next to each other. ABEL is dressed in a very tasteful custom made suit. ABEL's wife ANNA was driving the car behind him. She is a beautiful, tall, blonde woman dressed to the nines but with a streak in her eye that this is all business. You would not want to cross this woman."
utter8.11,utter,Ready?,Yes.
utter8.12,utter,ABEL,ANNA
utter8.13,utter,ABEL,You look very nice. Thank you. You sure? Yes.
utter8.14,utter,ANNA ABEL,ANNA
