segment-id,segment-type,segment-speaker,segment-text
desc0.0,desc,,"Scott Silver, Paul Tamasy & Eric Johnson CREDITS OVER BLACK. Gradually hear the sound of metal scraping against asphalt..."
scene1,slugline,,"TITLE: Lowell, Massachusetts - 1993 1 FIVE-CORNER INTERSECTION - LOWELL, MASSACHUSETTS - AFTERNOON. 2 FORWARD MOVING WALKING STEADICAM WIDE ANGLE POV 2"
desc1.1,desc,,"Abandoned textile mills on both sides, a two-story flat-iron style building splits the roads 100 yards ahead. Still hear metal scraping against asphalt.. .then it stops. BOTTOM RIGHT CORNER OF FRAME, a wheelbarrow filled with 250 pounds of black asphalt edges into frame, followed by the guy sweating, struggling as he pushes it, GEORGE ""MICKY"" WARD JR., 31, short, compact, close-cropped reddish-blonde hair, little boy face, glancing over his shoulder, dumps the wheelbarrow on old cracked cement.. .picks up a scraping- spreading tool on a metal broom stick, and commences to spread out the new asphalt. Trying to complete a newly paved road to the right which ends in this intersection. The scraping tool spreading the new asphalt. Micky sweating, dirty from asphalt. Now skinny bare arms start shadowboxing around Micky working. Only the arms enter frame in combinations, shadow punches."
utter1.2,utter,MICKY,"(ignoring punches, keeps"
scene2,slugline,,SPREADING ASPHALT)
desc2.3,desc,,"Will you help me finish this? He turns and kinda smiles as leans away with the rake, then slips and moves with the punches being thrown by RICHARD ""Dicky"" ECKLUND JR., 38, Micky's half-brother, skeleton-like arms, backwards baseball cap, shorts, work boots, enters frame, shadowboxing around Micky, smiles missing teeth. The two brothers play spar, joking, having fun. Micky throws a and Dicky play snaps his head back. Then Dicky does it to Micky. Then Micky throws an upper cut and Dicky pops his head up, broken toy robot."
utter2.4,utter,DICKY,You knocked my block off!
desc2.5,desc,,"He resets his head, punches Micky."
utter2.6,utter,MICKY,You knocked my block off!
desc2.7,desc,,"The Fighter 8/28/09 GREEN DRAFT 1A. He resets his head, Micky throws again, Dicky mimes going down, then gets up immediately."
utter2.8,utter,MICKY,"(counts like ref) -six, seven, eight. [takes Dicky's hands] Can you continue? [Dicky nods] Who's the president?"
utter2.9,utter,DICKY,Five o'clock.
desc2.10,desc,,"Micky waves his hands like Dicky's done. Dicky throws another play punch and Micky hams up going down, getting knocked out, feet flying up in the air."
desc2.11,desc,,The Fighter 8/28/09 GREEN DRAFT 2.
utter2.12,utter,DICKY,"He's down! Micky Ward is down! 4- 3-2-1, it's ovah! He's out! A surprising ovahhand right! Dick Ecklund Jr. is BACK, right hereon HBO, ladies and gentlemen!"
desc2.13,desc,,"PAN REVEALS, HBO documentary camerman, and a PRODUCER taping it all. Guys on the ROAD CREW crack up in the background."
utter2.14,utter,DICKY,The Pride a Lowell is back!
desc2.15,desc,,He pulls Micky up INTO A BROTHERLY ARM BUMP/HUG HANDS CLASPED. Micky smacks the back of Dicky's head as Dicky raises Micky's arm in the air like a champ.
utter2.16,utter,DICKY,"(SHOUTS) My brothah's gonna beat Mamby, next"
desc2.17,desc,,"week, on ESPN, sorry HBO! Camera crew laughs as DICKY helps Micky up, HOLDS BROTHERS' ARMS IN THE AIR, E.L.O.'S 'DON'T BRING ME DOWN' starts;"
desc2.18,desc,,The Fighter 8/28/09 GREEN DRAFT 3. SMALL IN THE DISTANCE --
scene3,slugline,,"3 STREETS, LOWELL - DAY 3"
desc3.19,desc,,"Dicky walks like a hero down the streets of working class Lowell, locals spilling out of storefronts, lunch counters, HBO camera following him."
utter3.20,utter,DICKY,"(shadowboxing, moving) Look who's here! I'm comin' back, Lowell! Micky's gonna win, we got HBO here! Look at this -- He walks down the street like he's running for office, people shouting his out his name. . .most everyone knows him...and even those who don't are charmed by this toothless Pied"
desc3.21,desc,,"Piper... some look confused, surprised by his comeback, some hold memorabilia from his Sugar Ray Leonard fight to sign. He kisses a girl, laughs his missing-toothed grin. Dicky high- fives 19-year-old RAY RAMALHO, crew cut, body bent by cerebral palsy."
utter3.22,utter,DICKY,"Ray Ray! Smile, you're gonna be in my movie! HBO's makin' a fuckin' movie about me! And my brothah's gonna win next week!"
desc3.23,desc,,"He grabs Micky's arm again, they are trailed by the road crew guys (one holds a boom box) walking behind Dicky shaking their heads, smiling, following. ""Don't Bring Me Down"" continues... Everybody shouting out Dicky's name, ""Dicky!"" ""Dicky!"" ""Dicky!"" Some calling ""Micky!"" ""Micky!"" ""Micky!"""
scene4,slugline,,4 LOWELL MAN ON THE STREET INTERVIEWS. What Dicky & Micky meagh
desc4.24,desc,,"to the city.. .What the city is all about, broken dreams, no hope. . .How Micky & Dicky are both the pride of Lowell now & forever... TAR AND DONNA COME UP AND SAY ARE YOU TALKIN ABOUT MY FAMILY? THAT'S NOT RIGHT. Other sisters come up asking questions: Pork, Little Alice. ""Let's go to the bah!"" Sherry shouts."
scene5,slugline,,"The Fighter 8/28/09 GREEN DRAFT 4. 5 THE FOXTAIL LOUNGE - COUPLES SQUARE, THE ACRE - NIGHT 5"
desc5.25,desc,,".Dicky moves through the crowd, punches the air dancing in the dark crowded smoky club, old disco ball scattering light on gray carpeted walls, ""Don't Bring Me Down"" still playing..."
utter5.26,utter,DICKY,"(shouts over the music) Meet my muthah! We're back on HBO,"
scene6,slugline,,MA -
desc6.27,desc,,"His mother, ALICE WARD, 57, caught off guard, smoking, waves them away, hides her face."
utter6.28,utter,ALICE,NO! JESUS! I'm not ready!
desc6.29,desc,,"Catch a glimpse of her tough, sexy, fighter's nose, years of hard life, bleached-blonde hair, sucking on a Lucky Strike, drinking by at a white-topped table cluttered with empty beer bottles, overflowing ashtrays, cigarettes burning out."
utter6.30,utter,DICKY,"(shouting over music) My sistahs! Six of Alice's seven daughters ARRIVE, look up as the camera"
