segment-id,segment-type,segment-speaker,segment-text
desc0.0,desc,,"Based on the Oni Press graphic novel series ""The Coldest City"""
utter0.1,utter,Antony Johnston,And illustrated by Sam Hart
scene1,slugline,,"SUPER: ""BERLIN, NOVEMBER 9, 1989"" INT. ATTACHE'S OFFICE - NIGHT"
desc1.2,desc,,"The room is lit by a single bare bulb and a small television. A man with ""Eric Clapton"" hair and moustache circa 1976 sits alone, drinking two fingers of single-malt scotch. This is DAVID PERCEVAL. INSERT - NEWS FOOTAGE MTV's Kurt Loder reports from the Berlin Wall. We see from the MTV news footage that massive crowds are assembling. Two EAST GERMAN SOLDIERS stand on the Wall, holding an MTV umbrella, an iconic symbol of the times. BACK TO SCENE We MOVE ON a reflection of Perceval on the television. Perceval leans in, shuts off the television and stands with a clear objective. Time to go."
scene2,slugline,,EXT. WEST BERLIN - NIGHT
desc2.3,desc,,"The air is electric as West Germans carry hammers, chisels and pickaxes with purpose towards the Berlin wall. We see Perceval turn the corner into a dark alleyway near a parked Saab 900 Turbo. Perceval sees a figure in the shadows and slows."
utter2.4,utter,PERCEVAL,"Well, I suppose that's it. We'll be obsolete by morning. I'll be back in London, and you... back to the party."
desc2.5,desc,,We hear the faint sounds of HAMMERS STRIKING against concrete.
utter2.6,utter,PERCEVAL (CONT'D),The simplicity of our struggle crumbles as that wall comes down. The lines on the map drawn by men who never faced the risk themselves will be harder to see.
desc2.7,desc,,"In the distance, the CROWDS' CHEERS are heard."
utter2.8,utter,PERCEVAL (CONT'D),A different world is approaching. More volatile. More corrupt. There will be no ideologies to protect us. Just the brutal and cold conscience of commerce.
desc2.9,desc,,Perceval's eyes follow a group of West Germans with hand tools moving towards the Wall.
utter2.10,utter,PERCEVAL (CONT'D),Extortion... Whoever has the list in this new world has all power. Without it? Just a target.
desc2.11,desc,,Perceval turns back to the wordless figure in the shadows.
utter2.12,utter,PERCEVAL (CONT'D),"We played our hands. Hell, I'm just glad to see your face at this moment, as the ramparts of tyranny fall into the history books."
desc2.13,desc,,Perceval smiles softly to himself as he looks towards the crowds.
utter2.14,utter,PERCEVAL (CONT'D),Listen to them.
