segment-id,segment-type,segment-speaker,segment-text
utter0.0,utter,HERSELF,Written by
scene1,slugline,,Herself (April 26 - Yellow) INT. BEDROOM. RENTED HOUSE. DUBLIN - DAY
desc1.1,desc,,"FACE of a working-class woman from Dublin: SANDRA KELLY (29). Decent looking if she bothered; young, but tired - a Mother. She has a BIRTHMARK on one of her eyes. Both are now closed: she's being ""styled"" by her daughters EMMA, 8, vivacious, chatty, and MOLLY, 6, old soul, quieter. They wear party-dresses, lip-gloss, glitter on their cheeks. EMMA plaits Sandra's hair, perfectly. MOLLY dusts her brush in the eye-shadow palette, and whispers MOLLY I'm gonna do your eyes now."
utter1.2,utter,SANDRA,Okay. Cool.
desc1.3,desc,,"MOLLY pauses, delicately touches her birthmark."
utter1.4,utter,MOLLY,What d'ya call that again?
desc1.5,desc,,SANDRA's smile belies the amount of times she's been asked.
utter1.6,utter,EMMA,"Molly, you know it's her birthmark. Why d'you always ask?"
utter1.7,utter,MOLLY,"Why do you have it and nobody else, Mam?"
utter1.8,utter,SANDRA,"I've already told you love, I was just born with it. (indulges her)"
desc1.9,desc,,"I was in God's pocket EMMA, here we go, again. MOLLY, never tiring of this story."
utter1.10,utter,SANDRA (CONT'D),"He had me in his Art Shop, and He said, ""In case I need to find you, I'm giving you a special mark..."""
desc1.11,desc,,"She peeks an eye open, to see EMMA mouthing along."
utter1.12,utter,SANDRA AND EMMA,"""Because there's loadsa Sandra's in Dublin!"""
utter1.13,utter,MOLLY,"Yeah well, we won't cover it then."
desc1.14,desc,,"SANDRA smiles and takes in her beautiful, clever girls, in their bright, accessorized room. Emma and Molly on bunting above their bunk-beds, glow-in-thedark stars on the ceiling, and a FAIRY-DOOR on the skirtingboard. Hold on this, then MUSIC 1A"
scene2,slugline,,INT. DOWNSTAIRS. RENTED HOUSE - DAY
desc2.15,desc,,"""Chandelier"" by Sia blaring out of a portable speaker on the worktop, beside popcorn and crisps, a jug of juice and party make-up from Penneys. SANDRA, EMMA and MOLLY dance like mad and sing, uninhibited. SANDRA/EMMA/MOLLY I'm gonna fly like a bird through"
desc2.16,desc,,"SANDRA links hands with her girls, twirls them round, until their feet lift, and they're flying, and squealing..."
scene3,slugline,,SANDRA/EMMA/MOLLY (CONT'D)
desc3.17,desc,,"The music suddenly stops, and heads turn."
utter3.18,utter,EMMA/MOLLY,Daddy!
desc3.19,desc,,"GARY MULLEN, 30, handsome, construction-gear, stands by the speaker."
utter3.20,utter,EMMA/MOLLY (CONT'D),"Dance with us, Dad! Dance! Spin us!"
utter3.21,utter,GARY,"Jays, will ya let us in the door."
desc3.22,desc,,"He embraces them, coolly taking in their mother. SANDRA sees he's clutching a ROLL OF CASH, bound with a bobbin. Stiffens."
utter3.23,utter,GARY (CONT'D),"Go play outside, let me talk to your Mam."
utter3.24,utter,EMMA,Aw.
utter3.25,utter,MOLLY,I don't want to go out.
utter3.26,utter,SANDRA,"Gary, it's cold."
utter3.27,utter,GARY,They've coats. Go on now. Out.
desc3.28,desc,,"Masking fear, SANDRA grabs coats off the back of a chair and bundles the girls towards the rear patio-doors. However, when she wraps EMMA's coat around her, SANDRA leans close, hushed SANDRA Black Widow. EMMA looks at her, really?"
utter3.29,utter,SANDRA (CONT'D),"Black Widow, Emma. Hurry."
desc3.30,desc,,"Letting them out, SANDRA sees EMMA dart to the big, plastic WENDY HOUSE. Beat, then SANDRA turns back to GARY, who's in her face now, brandishing that roll of cash."
utter3.31,utter,GARY,"Taped under the car-seat - are you planning your escape, or something Sandra?"
scene4,slugline,,EXT. STREET. SANDRA'S ESTATE - DAY (MOMENTS LATER)
desc4.32,desc,,"EMMA runs, fast as she can, gripping a TOY-BOX, both hands."
scene5,slugline,,INT. SHOP. SANDRA'S ESTATE - DAY
desc5.33,desc,,"SHOPKEEPER, 40s, a Pakistani-Dub, watches something on his phone, when the toy-box is suddenly slammed on the counter."
utter5.34,utter,EMMA,Call the Guards!
desc5.35,desc,,"He's thrown, by the toy-box, by the breathless little girl opening it and demanding. Inside is spare keys, birth-certs, welfare documents, piece of paper with important phone numbers written on it - and hand-written instructions taped to the lid."
scene6,slugline,,Herself (April 26 - Yellow)
desc6.36,desc,,CALL 999. MY LIFE IS IN DANGER. SANDRA KELLY. 14 HAZELWOOD
scene7,slugline,,Herself (April 26 - Yellow)
desc7.37,desc,,"The alarmed SHOPKEEPER glances up at EMMA, tapping the box."
utter7.38,utter,EMMA (CONT'D),It's me Mammy. Hurry up!
scene8,slugline,,INT. DOWNSTAIRS. RENTED HOUSE - DAY
desc8.39,desc,,"Dazed SANDRA crawls across the carpet, determined, rigorous, vision-blurred, face bloodied. She pushes one of the patio-doors open, just slightly - too late - GARY grabs a handful of hair and hauls her back. Sandra's LEFT HAND, reaching out, clawing for the door-frame. She's dragged back until SLAM. GARY's steel cap boot rages down. A sickening crunch. Her hand under, his boot. Crushing it. An agonized howl. Silence."
scene9,slugline,,INT. CORRIDOR. HOTEL - DAY
desc9.40,desc,,"That wrecked HAND, in a tube-grip, trembling, struggling to insert a hotel key-card. (Sandra's other, good hand is carrying shopping and laundry, and schoolbags dangle from her shoulders. She's like a mule) Caption: Three months later EMMA routinely takes the key-card, and inserts it for SANDRA. The light blinks Green, and EMMA and MOLLY bicker over whose shot it is to turn the handle, enter first. It's my go, Emma! On SANDRA - tired, frail, fed-up."
scene10,slugline,,INT. HOTEL ROOM - DAY A 2 star Basic Family Room with a business man's tears on the
desc10.41,desc,,"pillow. Modern, but stale. Cramped but tidy, now made homely. That same Fairy Door on the skirting-board. Teddies tucked under duvets. Toys in boxes labelled Emma/Molly. Family photos tacked round the mirror. NB: There are none of Gary."
scene11,slugline,,Herself (April 26 - Yellow)
desc11.42,desc,,"SANDRA discreetly swallows a Solpadeine, swigs water, and continues stripping a Spar-roasted chicken on the desk. She fills three wraps with chopped cucumbers, peppers, meat on the desk beside the TOYBOX - and MOLLY picks at it. EMMA does homework on the bed, pencils scattered around her."
utter11.43,utter,SANDRA,"Move over love, let's see?"
desc11.44,desc,,"She trades, food for copy-book, and takes in Emma's work, a beautiful drawing."
utter11.45,utter,SANDRA (CONT'D),"Emma, that's amazing. Shading and everything!"
utter11.46,utter,EMMA,Would you take a picture and send it to Dad? Beat.
utter11.47,utter,SANDRA,Show him Saturday.
desc11.48,desc,,"She returns the copy-book, hugs her."
utter11.49,utter,EMMA,"Where will our new house be, Mam?"
utter11.50,utter,SANDRA,"(hesitates) I don't know, love."
utter11.51,utter,EMMA,How much longer will we be here?
utter11.52,utter,SANDRA,I don't know.
desc11.53,desc,,"Aware Emma's fed up of ""don't know's"", she fishes a chain from under her vest. There's a ring attached."
utter11.54,utter,SANDRA (CONT'D),"Here, kiss Granny Michelle's ring and wish for one."
