segment-id,segment-type,segment-speaker,segment-text
scene1,slugline,,Screenplay by
scene2,slugline,,"EXT. MAIN STREET, SMALL TOWN - DAY"
desc2.0,desc,,"A freight truck of late 1950's vintage pulls to the side of the road in a small rural town. A handsome, well-built man gets out of the passenger side and thanks the Driver. THE NEWCOMER carries his coat over his shoulder and a beat-up suitcase; he's got a jut jaw and a modified pompadour, his shirtsleeves are rolled all the way up past his biceps. He wipes his brow against the sweltering heat and looks around. [Until noted below, this section of the movie is in BLACK & WHITE.]"
utter2.1,utter,FOLLETT (V.O.),"I get outta the truck in this two- bit town. I got no money and no prospects. What I need right now is a stiff drink, a cold shower, and a hot broad. I'll take 'em in any order they come..."
scene3,slugline,,EXT. BOARDING HOUSE - DAY
desc3.2,desc,,Old three story gothic house in ill-repair beyond a peeling picket fence and a scruffy yard. The sign says -- ROOMS TO RENT. The Newcomer goes in the gate.
utter3.3,utter,FOLLETT (V.O.),"...Oh yeah, one other thing I need -- an angle."
desc3.4,desc,,"He squints through the dirty screen door but sees nothing, then knocks and turns away to survey the neighborhood."
utter3.5,utter,FOLLETT (V.O.),"I was thinking -- if it weren't for bad luck, I wouldn't have any luck at all..."
utter3.6,utter,LANDLADY (O.S.),Can I help you?
desc3.7,desc,,"The Newcomer turns toward the door. Standing there, holding the screen open, is the LANDLADY. She's a knockout in a cheap, small-town way: a cotton dress that buttons down the front and clings with sweat to her generous curves."
utter3.8,utter,FOLLETT (V.O.),"Either my luck had just changed, or Fate just bought me another round of trouble."
scene4,slugline,,INT. BOARDING HOUSE - DAY
desc4.9,desc,,"The Newcomer's POV of the Landlady as she leads him up the narrow, gloomy stairs from the second floor to the third story / attic. She has a Monroe-like sway to her walk. We can barely HEAR her DISTANT, ECHOEY DIALOGUE:"
utter4.10,utter,LANDLADY,...not very fancy... house needs repairs... We haven't had a man around here for so long...
utter4.11,utter,FOLLETT (V.O.),"She kept yammerin' the whole time, but her hips were doing all the talking..."
desc4.12,desc,,"The Landlady reaches the tiny landing at the top of the stairs and opens a door to a squalid room with a bed, bureau and tiny window. The Newcomer has to squeeze by her voluptuous body to get inside and look around. It doesn't take long. His gaze returns to the Landlady who is leaning against the door, chest thrust forward. He focusses on her fingers, toying with the button at her sweat-shiny cleavage."
utter4.13,utter,FOLLETT (V.O.),It couldn't 'a been any clearer what the set-up was. The next move was up to me...
desc4.14,desc,,The Newcomer takes a step in the Landlady's direction --
utter4.15,utter,MUMFORD (V.O.),Don't tell me!
scene5,slugline,,INT. MUMFORD'S OFFICE - (PRESENT) DAY
desc5.16,desc,,CLOSE-UP of MUMFORD wincing.
utter5.17,utter,MUMFORD,(softer) -- That's all the time we have. Sorry... (indicates his watch) ...next time.
