segment-id,segment-type,segment-speaker,segment-text
desc0.0,desc,,Based on the Dark Horse comic created by Bob Burden THEME AND CREDITS...
scene1,slugline,,EXT. ERIE HOSPITAL FOR THE CRIMINALLY INSANE - DAY
desc1.1,desc,,"CAMERA MOVES THROUGH a tangled jungle of razor wire, finally COMING INTO VIEW of a foreboding, fortress-like old institution, surrounded by towers and gun turrets. Screaming and horrible laughter is heard from within... CLOSE ON a sign that reads ""Erie Hospital for the Criminally Insane"" ...This is where the worst killers and psychos go."
scene2,slugline,,INT. CONFERENCE ROOM - CONTINUOUS
desc2.2,desc,,"THE CAMERA PANS THE EXPRESSIONLESS FACES of the REVIEW BOARD as CASANOVA FRANKENSTEIN sits across from them. Dressed in an immaculately tailored prison smock (with ""Casanova"" exquisitely embroidered above the pocket), he sits contritely as DOCTOR EMMET BIERCE, the hospital's fatherly Chief of Psychiatry, presents his case."
utter2.3,utter,BIERCE,"No one can deny the horrendous nature of Mr. Frankenstein's crimes, but in the twenty years he has been with us, I have never seen a patient turn his energies to more productive use."
desc2.4,desc,,"CASANOVA, the picture of remorse and repentance."
utter2.5,utter,BIERCE,"Just look at his accomplishments... three volumes of poetry, two rock operas, a sculpture garden, four romance novels... and who can forget his touching portrayal of Billy Bigelow in our all-psychotic production of ""Carousel""..."
desc2.6,desc,,ON SEVERAL OF THE BOARD getting misty eyed at the memory of that brilliant performance...
utter2.7,utter,BIERCE,Directed by our own Doctor Anabel Leek.
desc2.8,desc,,"ON DOCTOR ANABEL LEEK, the hospital's icily beautiful, ultra cool, top shrink. A moment later Casanova addresses them... His manner is charming, sincere, his voice soft, filled with emotion. He is a master of seduction."
utter2.9,utter,CASANOVA,"Twenty years ago I was a lost soul. Loveless... (with a son-like glance at Doctor Bierce) Fatherless... (chokes on the word) A... psycho! (breaks down sobbing) Oh! How could I have done it? The murder... the mayhem... all of those lovely young girls! (weeping, a brilliant performance) I'm sorry! I'm SO SO SORRY!"
desc2.10,desc,,"Doctor Bierce wipes the tears from his eyes. Reactions from the board, moved, as Casanova weeps convulsively. Doctor Leek shows no reaction."
utter2.11,utter,CASANOVA,"(pulls himself together) But my deeds have been done, and my youth is gone, and we can only go forward in this cruel world... and if I have learned anything from my wretched life it is that... When you walk through a storm, keep your head held high... (singing) And don't be afraid of the dark..."
