segment-id,segment-type,segment-speaker,segment-text
utter0.0,utter,ANNABELLE,written by Gary Dauberman
scene1,slugline,,ST. MONICA'S CATHOLIC CHURCH - MORNING
desc1.1,desc,,"A MONSTROUS GARGOYLE. Sculpted in stone. A WARRIOR ANGEL. In stained glass. CHRIST ON A CROSS. Carved in wood. And that's FATHER PEREZ -- late 40s, of flesh and bone -standing at the pulpit -FATHER PEREZ God honors sacrifice. And our sacrifices touch God's heart and move his hand. ""This is my"
desc1.2,desc,,And while you will no doubt throw this up ON SCREEN:
scene2,slugline,,"LOS ANGELES, 1970"
desc2.3,desc,,You could already tell that by the hairstyles and wardrobe of the congregation. Among them are -MIA and JOHN FORM. 20s. Holding hands. Seem to be enjoying the sermon. But as the camera pans down we see they're actually engaged in -An intense thumb war battle.
utter2.4,utter,PEREZ,"""...Greater love has no one than this, that someone lay down his life for his loved ones."""
desc2.5,desc,,Mia almost has him but John -- sneak attack -- extends his pointer finger and pins her down -PEREZ (CONT'D)
scene3,slugline,,MOMENTS LATER
desc3.6,desc,,Organ BLARES. Congregation rises. A murmur of conversation. John and Mia walk down the aisle. Out in the
desc3.7,desc,,"They're greeted by PETE HIGGINS, early 50s. He was the man seated next to them in the pew."
utter3.8,utter,PETE,Who won?
utter3.9,utter,MIA,John. But he cheats.
desc3.10,desc,,John squeezes Mia. His hand over the small bump of her belly.
utter3.11,utter,JOHN,It was two against one. I had to do something...
desc3.12,desc,,Mia blushes. Embarrassed. Pete smiles but looks past them at the congregation still leaving the church...
utter3.13,utter,PETE,Now where'd Sharon get off to?
desc3.14,desc,,Mia moves John's hand away.
utter3.15,utter,MIA,I'll go find her.
scene4,slugline,,CHURCH - SIDE ALTAR - MOMENTS LATER
desc4.16,desc,,"THE VIRGIN MARY looks down at -SHARON HIGGINS, late 40s. Looks older. She kneels at the side altar. Lights a votive candle. Prays. BEHIND HER Mia walks in, searching. Stops when she sees Sharon. Watches her for a bit too long because --Sharon turns, getting to her feet. Mia not sure whether to stay or leave. Doesn't matter anyway"
utter4.17,utter,because -SHARON,Pete send you after me? I swear one day he thinks I'll just...
desc4.18,desc,,She takes Mia's hand. Nevermind....
utter4.19,utter,SHARON (CONT'D),"Men. What would they do without us? I mean, honestly..."
desc4.20,desc,,They leave.
scene5,slugline,,INT./EXT. CONTINENTAL - HIGGINS' HOUSE - LATER
desc5.21,desc,,A Lincoln Continental pulls into the driveway. Parks. As the Higgins' and the Forms' exit the car --
utter5.22,utter,JOHN,"We appreciate the lift, Pete."
utter5.23,utter,SHARON,You just make sure to take care of this wife and baby of yours...
desc5.24,desc,,John and Mia smile.
utter5.25,utter,SHARON (CONT'D),Did we ask about names yet?
utter5.26,utter,PETE,Sharon...
utter5.27,utter,SHARON,What? That's not prying. That's conversation...
utter5.28,utter,MIA,We're still working on them anyway.
utter5.29,utter,JOHN,But we're pretty sure John if it's a boy and we were thinking Gertrude if it's a girl...
utter5.30,utter,MIA,We were?
utter5.31,utter,JOHN,You said you liked it.
utter5.32,utter,MIA,I never said that.
utter5.33,utter,JOHN,But it's my grandmother's name...
utter5.34,utter,MIA,And I can't stand your grandmother...
utter5.35,utter,SHARON,Oh dear...
utter5.36,utter,MIA,"It's not just me. No one can stand her. Tell them, John."
utter5.37,utter,JOHN,She's right. Everyone hates her.
desc5.38,desc,,Pete laughs.
utter5.39,utter,PETE,"C'mon, Sharon. Let's get inside. Sounds like these two have a lot to talk about..."
utter5.40,utter,MIA,Thank you again.
utter5.41,utter,SHARON,"Think nothing of it. And remember, children are a blessing..."
utter5.42,utter,PETE,They are indeed. Then they learn to talk...
scene6,slugline,,EXT. FORM HOUSE - MOMENTS LATER
desc6.43,desc,,"Hand in hand, John and Mia walk next door and up the path toward their front porch."
utter6.44,utter,JOHN,So that's a no on Gertrude?
desc6.45,desc,,Mia looks back at the Pete and Sharon entering their home.
utter6.46,utter,MIA,You shouldn't talk so much about the baby in front of them. It's... it isn't right...
utter6.47,utter,JOHN,What? Why not?
utter6.48,utter,MIA,They only lost their daughter two years ago...
utter6.49,utter,JOHN,"They didn't lose their daughter, Mia. She ran away and joined up with the hippies. By now she probably has three husbands and calls herself Star..."
utter6.50,utter,MIA,"Well, even Star is a better name than Gertrude..."
desc6.51,desc,,John turns the knob and opens the Front Door.
utter6.52,utter,MIA (CONT'D),You didn't lock it?
utter6.53,utter,JOHN,Why would I?
utter6.54,utter,As she enters -MIA,"We need to start locking it. It's a different world now, John..."
utter6.55,utter,NEWS REPORTER (O.S.),....death count continues to climb in Vietnam. On our shores....
scene7,slugline,,FORM HOUSE - LIVING ROOM - NIGHT
desc7.56,desc,,ON TELEVISION -News footage. Vietnam. Student Protests. Manson Family.
desc7.57,desc,,.. a so-called religious cult has
desc7.58,desc,,Mia sits in front of her SINGER SEWING MACHINE. Threading a green piece of fabric. Her fingers move precariously close to the needle as it goes up and down and up and down a million times a second.
utter7.59,utter,JOHN (O.S.),"Honey, can you shut the TV off? It's making it a little hard to concentrate..."
desc7.60,desc,,Mia gets up. Gathers up the fabric at the sewing machine. Switches off the television. Goes into the
scene8,slugline,,KITCHEN
desc8.61,desc,,"Where John sits at the table. Drowning in MEDICAL BOOKS open to various chapters. We catch glimpses of Cadavers, skeletons, gross anatomy. Mia rubs his neck."
utter8.62,utter,JOHN (CONT'D),You shouldn't be watching that stuff anyway. You could upset the baby. There's been some new research...
utter8.63,utter,MIA,Oh Gosh... More new research...
utter8.64,utter,JOHN,It's true. They're learning that babies in utero experience much more of the outside world than they ever thought possible. They recognize
desc8.65,desc,,voices... noises... songs...
utter8.66,utter,MIA,I bet the men who did that research spent millions when they could have just asked a mother for free...
desc8.67,desc,,She sits on his lap. Flips through his books.
utter8.68,utter,MIA,How's it going in here anyway?
utter8.69,utter,JOHN,I'm trying my hardest to enjoy it. Everyone keeps reminding me that when you're in your residency it gets a million times worse. I don't even mention the fact I'll also be a new father...
utter8.70,utter,MIA,Why not?
utter8.71,utter,JOHN,I don't know. Sometimes you just don't want to hear it...
utter8.72,utter,MIA,Hear what?
utter8.73,utter,JOHN,How difficult things can be.
utter8.74,utter,MIA,Difficult...
utter8.75,utter,JOHN,Maybe difficult isn't the word. Challenging?
utter8.76,utter,MIA,Are you talking about the residency or me and the baby?
utter8.77,utter,JOHN,"I don't know. All of it, I guess."
desc8.78,desc,,Mia gets up from his lap.
utter8.79,utter,JOHN (CONT'D),What?
scene9,slugline,,INT. NURSERY - MOMENTS LATER
desc9.80,desc,,Some people choose animals as a theme. Others choose the moon and stars. Mia clearly chose -DOLLS. Of all sorts. Like she's been collecting them for awhile. On the rocking chair. On the shelves. In the crib. Mia folds the fabric. drapes it over the chair. John appears in the doorway. Apologetic.
utter9.81,utter,JOHN (CONT'D),"Look, I didn't mean for that to sound like it did. I'm sorry..."
utter9.82,utter,MIA,How'd you want it to sound?
utter9.83,utter,JOHN,Not like that. But it's not as if difficult or challenging are bad things anyway. Look at what you put me through before you said yes to our first date...
utter9.84,utter,MIA,But wasn't it worth it?
utter9.85,utter,JOHN,I still can't believe it worked. Mia sighs.
utter9.86,utter,JOHN (CONT'D),"But I am sorry, Mia. I know sometimes I can get a little caught up in my own world..."
utter9.87,utter,MIA,It's fine. I know you're stressed. I've just been a little sensitive lately...
utter9.88,utter,JOHN,"Okay, well. Want me to tell you why?"
utter9.89,utter,MIA,"Oh please, Doctor."
