segment-id,segment-type,segment-speaker,segment-text
scene1,slugline,,"August 1, 1969"
utter1.0,utter,Screenplay,Albert
utter1.1,utter,Maltz Fram The Nave 1,by Thomas
desc1.2,desc,,"The Central,Characters"
utter1.3,utter,JOHNNYMcB,(Corporal
utter1.4,utter,John McBurney MARTliAFARNSWORTH 43 - Principal,and owner of The Farnsworth Seminary For Young Ladies
desc1.5,desc,,"17 - Very pretty, 14 - Freckle-faced,"
desc1.6,desc,,14 - Wears glasses looking
desc1.7,desc,,slender looking Impressionistic shots of a fierce Civil War battle taking place in daytime in a thick woods. Smoke hangs over the length cf the woods and portions of them are on fire.
desc1.8,desc,,balls hack limbs from trees and splinter their trunks.
desc1.9,desc,,WE BEAR a man's voice SINGING a folksong. Be is not accompanied by an instrument.
desc1.10,desc,,"a gun * ** About half way through the Main Titles,"
utter1.11,utter,BATTLEde start,to be HEARD. Although
desc1.12,desc,,"the SOUNDSOF '!'Bi: the SINGING CONTINUES, OF CANNON,the sweeping CRACKLEOF MUSKETRY,BUGLECALLS, the"
utter1.13,utter,HOARSESHOUTSof battle,and animals .
desc1.14,desc,,"the SCREAMSof wounded men By the time we have reached the last quarter of the Main can HEARthe SINGING, but can no longer catch the words. By the last eighth of the Main Titles,"
utter1.15,utter,singing,can no longer be heard -- only the terrible
scene2,slugline,,EXT. A SMALLGLADEIN A WOODS- DAY
desc2.16,desc,,NOISES are very close
scene3,slugline,,"the glade,"
desc3.17,desc,,which is circled by trees and smoke is drifting ever and high bushes.
scene4,slugline,,*nThe Doven - Folk song in public
desc4.18,desc,,"AMY, APPEARSat one side of the glade brigh~carrying a small, cloth bag. She is freckle-faced, eyed. For an instant she surveys the glade. Then, hurriedly, she advances toward a patch of mushrooms at one side of it. It is obvious from her manner that she is frightened by the"
utter4.19,utter,battle,"noises, yet impelled to do what she is doing."
desc4.20,desc,,"When she reaches mushrooms, knees quickly begins to ~ick them, giving each one a fast, knowing She does not pick any small ones, and a few she throws glance. away. Presently her attention is caught by the angry CHATTERIt is profile"
desc4.21,desc,,"ING of a blue jay on a tree branch. quite near, looking off into the bushes that surro~nd the glade. Amy speaks to it as though addressing a person."
desc4.22,desc,,"isn't it, to pick some mushrooms at the base of the tree She starts behind which are some thick bushes about five feet tall. suddenly gasps in shock and freezes. She Her eyes are large, HEARher thoughts. frightened. Her lips do not move, but WE AMY'S VOICE Oh, God *** God ***"
scene5,slugline,,A MAN'S BLOODYSHOE (!lNION AllMYISSUE) - DAY
desc5.23,desc,,"The shoe, visible on the ground between two bushes, is motionless. It is not a cast-off shoe; by its position"
