segment-id,segment-type,segment-speaker,segment-text
scene1,slugline,,THIRTEEN GHOSTS
desc1.0,desc,,based on the screenplay by
utter1.1,utter,Robb White,previous revisions by Todd Alcott Todd Alcott and Neal Marshall Stevens
utter1.2,utter,Richard D'Ovidio,"Richard D'Ovidio and James Gunn current revision by Richard D'Ovidio November 4, 2000"
scene2,slugline,,THIRTEEN GHOSTS - Rev. 10/27/00
desc2.3,desc,,"BLACKNESS. SUPERIMPOSE: ""The most beautiful thing we can experience is the mysterious."" - Albert Einstein Then: ""I do believe in spooks. I do believe in spooks. I do, I do, I do believe in spooks."" - The Cowardly Lion Abstract images begin to form. They move beneath the titles, brilliant against the darkness, the ghost-like apparitions fighting a current as if caught in the whirlwind of time. Our IMAGE SHARPENS. The apparitions are no longer there. Instead, police tape comes INTO FOCUS, the seemingly miles of it entangled on stacks of derelict cars that fill the void. The tape dances before us, undulating to a macabre rhythm, floating on the nocturnal winds. We PAN."
scene3,slugline,,An auto wrecking yard at midnight.
desc3.4,desc,,"Empty, yet occupied. Light slowly INVADES the FRAME, filling in the wrecking yard's cavernous shadows. A distant ROAR announces itself above the SOUNDTRACK, the earth POUNDING CLAMOR AMPLIFYING in with every second. As if searching for its source, CAMERA PIVOTS AROUND. Instantly, we find ourselves caught in the glare of headlights, and we've just enough time to make out the semi truck before it plows through the yard's chain link gate, shattering it like so much glass, the truck heading directly AT CAMERA, running it over as if it weren't there."
scene4,slugline,,EXT. AUTO GRAVEYARD - NIGHT
desc4.5,desc,,"BOOMING UP and OVER the fence, the yard is a veritable maze of old, rusted cars, piled up helter skelter, frozen in time. Broken glass, mangled engine parts, garbage and litter... along with hundreds of spent shell casings, are scattered in the dirt. A caravan of UTILITY VEHICLES ROARS in behind the semi, the convoy making a bead for the center of the yard. Picking up the rear is a black Rolls-Royce Phantom II. As they turn the last corner, the first thing we see are ""unearthly"" flares. Dozens of them, bright as hell, lighting up the middle of the graveyard. The CARS come SKIDDING to a stop. Dust swirls."
scene5,slugline,,EXT. ROLLS-ROYCE
desc5.6,desc,,"The rear door opens, and CYRUS KRITICOS, 50s, wealthy, immaculately dressed, not a hair out of place, steps out. His hand rests on a shiny, silver-headed cane. He surveys the flares, shakes his head."
desc5.7,desc,,Their little crusade is wearing thin.
utter5.8,utter,RAFKIN (O.S.),I'll give them this... they are consistent.
desc5.9,desc,,"Stepping out next is DENNIS RAFKIN, 20s, unshaven, jittery. He holds his head in his hands, massaging his temples, obviously in pain. (NOTE: Whenever we cut to Rafkin we hear/sense a piercing tone, underscoring the psychic waves he's"
desc5.10,desc,,"Cyrus produces a thin, brown designer cigarette from a silver case. Taps it as he speaks."
utter5.11,utter,CYRUS,"As cancer... (lights his cigarette) Never bet against human nature, Dennis. You'll always lose."
desc5.12,desc,,"Behind him, Rafkin suddenly lurches forward, racked by spasms. Cyrus turns, with slight concern -CYRUS"
