segment-id,segment-type,segment-speaker,segment-text
desc0.0,desc,,Keith W. Strandberg TIGHT ON HAND It PULLS away from the CAMERA.
scene1,slugline,,INT. WAREHOUSE - DAY
desc1.1,desc,,"An old Chinese man, GRANDFATHER, going through a beautiful Tai Zhi Quan form. It is very peaceful and graceful. The form ends with a palm strike towards camera, blacking out the frame. (for possible INTERCUT use)"
scene2,slugline,,INT. SUPERFIGHT ARENA - NIGHT
desc2.2,desc,,"Spotlights cut through the murky darkness while rock music PULSES. The sound of the crowd, barely visible in the darkness, is a RUMBLE in the dark, not unlike the sound of an enraged animal. They are yelling for blood! QUICK CUTS of other fighters in the ring, including Punks, Sumo wrestlers, Kickboxers, Shootfighters, and others. It's a spectacle, and we see bits and snippets of it all - the knockout blows, the colorful fighters, the incredible techniques, the bloodshed, the brutality. DARKCLOUD and NIGHT STALKER face off in"
scene3,slugline,,the ring. (ONE FIGHT)
desc3.3,desc,,"Darkcloud is slamming Night Stalker in the head over and over. With the second blow, the man's mouthpiece goes flying into the crowd. Soon, the blood starts to spray, but the man doesn't stop hitting. In the front row, right next to the ring, is JACK CODY, an 18 year old dreamer. Drinking it all in, he is yelling his lungs out for the fighters. A WOMAN standing next to Jack cringes at the brutality and covers her eyes."
desc3.4,desc,,How can you watch this?
utter3.5,utter,JACK,"It's great, isn't it? I love it!"
desc3.6,desc,,"The woman looks at Jack uncomprehendingly, then shakes her head and steps over him to get out, then walks up the stairs to the exit. Though the woman is very beautiful, Jack doesn't even watch her go. He is too intent on the action in the ring. Now, one of the women fighters, ANGEL, dressed in a sexy outfit that shows off her body, but also displays her finely defined muscles, is fighting another SuperFighter. She is brutalizing the other fighter, yet both are covered in blood. The towel has now been thrown in, but Angel STILL doesn't stop. Angel has her opponent by the throat and is motioning to the crowd, thumbs up or thumbs down. ""NO MERCY"" cries the crowd, and Jack is yelling louder than anyone."
utter3.7,utter,JACK,"Take it to her, Angel! Yeah!"
desc3.8,desc,,"Angel spins and hook kicks her opponent in the head, then spins the other way and side kicks her into the ropes. The other fighter FLIES off the ropes and lands face down in the center of the ring. It's brutal and barbaric. And Jack loves every minute of it. A spotlight lights up the stage, and two bizarre FIGHTERS stand in the middle, facing each other. ANNOUNCER In the red corner, Budokai! BUDOKAI is dressed in a gold lame uniform, his belt black. His face is painted like a kabuki actor, a mixture of black and white and gold, and his outfit emphasizes his massive muscles. ANNOUNCER (O.S.) And in the blue corner, the Enforcer! THE ENFORCER, dressed like a street punk, with chains and leather, spikes and chrome, comes into the ring. He is the bad guy here, and everyone knows it. He raises his muscled arms over his head and smiles at the crowd, then brings them down into a fighting stance."
scene4,slugline,,ANNOUNCER (O.S.)
desc4.9,desc,,"The two fighters face off in fighting positions. The rock music increases its BEAT, and the fighters rush each other, the ring echoing with the fury of their techniques. Budokai is a martial artist, while the Enforcer is a thug. But a well trained thug, nonetheless. Using a mixture of professional wrestling, boxing and street fighting, the Enforcer HAMMERS Budokai in a beautifully choreographed fight. Budokai beaten, the Enforcer stands before the crowd, seemingly asking them for a decision. The crowd ROARS."
utter4.10,utter,ANNOUNCER,What'll it be? Mercy?
desc4.11,desc,,"The crowd YELLS out ""NO MERCY!"" Everyone except Jack that is, who likes Budokai, after all. The Enforcer listens to what they want, then smiles and launches a huge roundhouse right. Budokai goes sailing out of the ring. Jack sees this and runs to where Budokai is going to land, thinking to break his fall. He does, sort of, but Budokai still lands HARD. They stand up together, both a little stunned. The Enforcer is now out of the ring and coming towards Budokai, and Jack is caught in the middle. Jack, in the heat of the moment, turns to face off with the Enforcer! He throws a couple of kicks and punches, which have no effect - except to further enrage the Enforcer. The Enforcer goes crazy and attacks Jack. Budokai grabs Jack and throws him up into the sky, and then knocks the Enforcer out, and Jack lands on top of the Enforcer (like a pin in wrestling), counting him out. The ref comes out of the ring and holds up Budokai's hand, and Budokai reaches down and pulls Jack up to a standing position, holding his hand up."
utter4.12,utter,BUDOKAI,NO MERCY! EVER!
desc4.13,desc,,"Budokai looks at Jack, who is beaming with pride, as the crowd goes crazy. Budokai winks at Jack."
utter4.14,utter,BUDOKAI,"Thanks, man. Couldn't have done it without you..."
desc4.15,desc,,Jack is in heaven.
scene5,slugline,,EXT. LOADING DOCK - DAWN
desc5.16,desc,,"A loading dock is closed up, shut down tight. The streets around it are almost empty. A JOGGER runs by in front, getting a workout in before a busy day starts."
scene6,slugline,,INT. LOADING DOCK - SAME DAY
desc6.17,desc,,"In the loading dock, we MOVE THROUGH the assembled goods, boxes and various things. In the b.g. can be heard the sound of labored breathing, and solid THUNKS and THWOCKS . We MOVE through a door that is ajar, into an area of the warehouse separate from the storage area. On the walls are posters from ""SuperFights"", martial arts training posters, pictures of Bruce Lee, Chuck Norris, Jean Claude Van Damme (from ""No Retreat No Surrender""), movie posters, professional wrestlers, etc. Pictures of a fighter named MIKE ROCCO are featured prominently. Rocco, in the pictures, is wearing a special necklace (Open Hand?). There is a magazine with his picture on it, and the legend reads ""Rocco: Where is he now?"" There is also a picture of Rocco with his arm around a young fighter - a younger Jack. We see a SHADOW of what looks like two people fighting over the picture of Rocco. The sounds of violent training are closer, more immediate. A counter is piled high with training books, and a TV/VCR combination sits next to them, a pile of martial arts training videos sitting on top. A tape is in the machine, and it is paused on one particular instructor, Mike Rocco, demonstrating a technique. Standing next to the counter are mannequins in various positions, all dressed in sporting goods equipment - at first they look like real fighters. We see Jack moving among them, doing flips (with the aid of an unseen trampoline). Some of the mannequins are wearing protective equipment, others swimsuits, still others in martial arts uniforms. Smoothly, we TURN AROUND to see Jack, in a muscle shirt and workout pants, working on a mannequin, and we realize that they are just mannequins, not real people. He is very athletic, and has obviously been training for some time. He is not a master, but he is strong and effective, with a great deal of raw talent. When he hits and kicks the heavy bag, hanging in the middle of the room, it SHAKES the entire room. Jack is wearing the special necklace that Rocco had on in the pictures. After one particularly grueling combination, Jack stops, drinks from a sport bottle nearby. He then grabs the TV remote and pushes a button. ANGLE ON TV The tape continues, the instructor (Mike Rocco) moving on to another combination. Jack watches it carefully, then rewinds it, and plays it again. He then presses ""pause"" and puts the remote back. He starts hitting the heavy bag again, mimicking the combination the instructor showed on the tape. As he is working this combination, an alarm on his watch goes off and Jack stops. He gathers himself for a moment, then bows to the mannequin."
utter6.18,utter,JACK,Time for the SuperFight.
desc6.19,desc,,"He moves to the area of the room where the mannequins are set up. He moves into the middle of them, then raises his arms like Budokai did last night. He goes into action, throwing kicks and punches at the mannequins, breaking them into pieces, throwing them into all the corners of"
scene7,slugline,,the room.
desc7.20,desc,,"When he is done, he stands panting in the center of the mess, then raises his arms again. One mannequin is still standing."
utter7.21,utter,JACK,No mercy.
desc7.22,desc,,"He jumps off the trampoline (we see it now) and drives a spinning wheel kick at the lone mannequin and hits it, but sends himself sprawling at the same time. The fantasy is disrupted by reality. Jack smiles and puts his head in his hands, resting."
utter7.23,utter,FRANKIE,Cody? That you?
desc7.24,desc,,Jack doesn't answer right away.
utter7.25,utter,FRANKIE (O.S.),"Yo, Jean Claude Van Dunce? You there?"
utter7.26,utter,JACK,"Yeah, Frankie. Just finishing up!"
desc7.27,desc,,FRANKIE comes into view.
utter7.28,utter,FRANKIE,"Man, are you wasting your time with this stuff again? Hey, don't leave a mess again, OK? Hurry up, we gotta get these orders out!"
utter7.29,utter,JACK,(cheerfully) OK! I'll be right down.
desc7.30,desc,,"Jack gets off the ground and starts to clean up the pieces of mannequin around the room. He assembles the mannequins again for his next workout, then pauses at the ""SuperFights"" and ""Mike Rocco"" posters."
utter7.31,utter,JACK,Someday...
desc7.32,desc,,"The CAMERA PULLS OUT, past the tapes, books and posters."
scene8,slugline,,EXT. JACK HOUSE - EVENING
desc8.33,desc,,"Establishing shot of a run down tract house in a ""poor white trash"" suburb of the city. The house is much cleaner than the others in the area. Obviously, some care has been taken with the house. Jack's battered Jeep pulls up to the house, and he gets out. He pauses for a moment in the front yard, then shakes his head, picks up some trash from the neighbor's yard, and moves inside."
scene9,slugline,,INT. JACK HOUSE - SAME NIGHT
desc9.34,desc,,"Jack walks into the house, weary from a long day of work, and hangs up his jacket."
utter9.35,utter,JACK,"Mom, I'm home!"
utter9.36,utter,MOTHER,What? No UltraFights tonight?
utter9.37,utter,JACK,"(smiling wearily) It's SuperFights, and they were last night."
utter9.38,utter,MOTHER,What time did you get home?
utter9.39,utter,JACK,"I got to work on time, nobody got hurt, what difference does it make, Mom?"
desc9.40,desc,,"Jack's MOTHER comes around the corner and confronts Jack. This is a road they've been over many times, but that won't stop his Mother from trying to make a point."
utter9.41,utter,MOTHER,What about you? I think it's hurting you.
utter9.42,utter,JACK,"I'm not in the ring... yet. When I'm one of the fighters, then you can worry. OK?"
utter9.43,utter,MOTHER,"You won't be one of them, Jack, not while I'm around."
utter9.44,utter,JACK,"When they have another try out, I'm going to be first in line."
utter9.45,utter,MOTHER,No you won't. Your father wouldn't have wanted...
utter9.46,utter,JACK,"Let's not do this again, Mom. I gotta go..."
utter9.47,utter,MOTHER,"I have dinner ready for you, just like you like it. Where are you going, Jack?"
utter9.48,utter,JACK,"Out, that's all."
utter9.49,utter,MOTHER,"Jack, don't walk away from me! I'm talking to you!"
desc9.50,desc,,"Jack doesn't stop walking as he grabs his jacket, and then goes out the door. He can be seen walking to his Jeep through the ripped and patched screen door."
utter9.51,utter,MOTHER,"You come right back here, John Jacob Cody! This minute!"
desc9.52,desc,,"Jack is gone, and his Mother stands there for a moment, waiting. The Jeep STARTS UP, O.S., and we see the headlights FLARE on Jack's Mother's face."
utter9.53,utter,MOTHER,(to herself) Over my dead body!
scene10,slugline,,EXT. CITY BANK - SAME NIGHT
desc10.54,desc,,"A deserted parking lot of a city bank. A young, very attractive Chinese woman, SALLY WONG, walks to the Cash machine outside the bank, on her way home from work. She looks around to make sure no one else is there, then proceeds to the machine. She puts in her card, presses several buttons and completes her transaction. Her cash is counted out into a money drawer, and she reaches in and pulls it out. Just as she turns to go, a voice behind her calls out menacingly"
utter10.55,utter,LEADER,"We'll take that, sister."
desc10.56,desc,,"Sally whirls around to see three GANG MEMBERS moving towards her. They have taken away her escape route. She makes a fist with one hand, as if she is trying to decide whether it's worth a fight. Just then a Jeep pulls into the parking lot of the bank, making a cut through to another street. It's Jack's Jeep, and he pauses for a moment, taking in the scene. The LEADER turns to look at Jack."
desc10.57,desc,,"Keep moving, asshole. Jack looks for a moment longer, then pulls out. Sally starts to raise her hands to fight, and the Leader senses what she is doing and pulls out a wicked looking knife to dissuade her."
utter10.58,utter,LEADER,It's not worth it.
utter10.59,utter,LEADER,"Remember, it's only money, and you didn't have it long enough to get attached to it."
desc10.60,desc,,"Sally looks at the knife, then up at the Leader. She takes a quick glance around, noting the surveillance camera up in one corner of the building."
utter10.61,utter,LEADER,"No time, sugar. We'll be long gone, and you'll be all cut up. (beat) NOW."
desc10.62,desc,,"The Jeep pulls into the parking lot again, and this time it stops right in the middle of the lot, its lights pointed straight at the group. The High Beams of the Jeep flick on, momentarily blinding everyone, and the horn BLOWS. The Leader, one hand over his eyes, motions to one of his boys to get rid of whoever it is."
utter10.63,utter,LEADER,Take care of that guy!
desc10.64,desc,,"The Gang Member goes up to the Jeep, and is surprised to find it EMPTY. Running, lights on, but empty."
utter10.65,utter,GANG MEMBER,Ain't nobody here!
desc10.66,desc,,"The Leader, who was moving in on Sally, turns to the Gang Member."
utter10.67,utter,LEADER,What?
desc10.68,desc,,"Just then, from behind one of the bank pillars, STORMS Jack, taking the Leader and the other gang members completely by surprise. Using a variety of kicks, punches, strikes and wrestling moves, he takes them out with little resistance. He wades through them like they were the mannequins he trains on at work."
utter10.69,utter,JACK,"Oh, yeah! This is just what I needed!"
desc10.70,desc,,"When he's done, Jack turns to Sally and smiles, then motions for her to join him. Sally gets in Jack's Jeep, and he pulls quickly out of the lot. The gang members are still on the ground, some of them starting to moan and move around a little bit."
scene11,slugline,,INT. JACK'S JEEP - SAME NIGHT
desc11.71,desc,,"Jack is driving along, and Sally is sitting very primly in Jack's Jeep. Jack steals looks at her, and she looks at him sideways. Jack is intrigued by this beautiful Chinese girl."
utter11.72,utter,SALLY,Turn right here. This is my house.
desc11.73,desc,,The Jeep comes to a stop. Sally opens the door and starts to get out..
utter11.74,utter,SALLY,(after a beat) Want to come in? (very softly) I'd like you to meet my grandfather.
desc11.75,desc,,Jack turns the engine off.
utter11.76,utter,JACK,Meet your grandfather? Sounds like real fun...
desc11.77,desc,,They get out of the Jeep.
scene12,slugline,,EXT. SALLY HOUSE - SAME NIGHT
desc12.78,desc,,Sally leads him into her house.
utter12.79,utter,SALLY,He's kind of an old codger... just take him with a grain of salt.
utter12.80,utter,JACK,"Don't worry, I love old codgers."
desc12.81,desc,,"Through the window, we see a SHADOW looking at them. Then it disappears. They go inside."
scene13,slugline,,INT. SALLY HOUSE - SAME NIGHT
