segment-id,segment-type,segment-speaker,segment-text
desc0.0,desc,,Shia Labeouf
scene1,slugline,,EXT. WRECKED AIRPLANE ON A WRECKED SET - AFTERNOON
desc1.1,desc,,"Scrap metal parts: everything that can't be salvaged. GIANT green screens are located at key points. Black smoke. OTIS LORT (22) looking into the camera. He's laser focused and fine-tuned like an owl statue. CLOSE ON: Otis registers a threat. We can't see it. But it's no good - he holds up his hands, terrified."
utter1.2,utter,OTIS,"No... No, No.... No. No, no..."
desc1.3,desc,,"ON INVISIBLE IMPACT - RAMP SPEED: Blood flies, Skin ripples. Otis is ratcheted hard across a flipped car, EXPLOSIONS go off on cue all around him. Debris and black smoke everywhere. And... CUT. We see the DIRECTOR getting excited about the shot in a hand held monitor. Otis gets lowered to the ground still tied in a harness. The Stunt Coordinator arrives and sprays the set and Otis with foam. 2nd A.C. enters with the sticks. Otis walks back up to reset. He looks into the camera to do it all over again. Frame up on the slate: 2005"
scene2,slugline,,INT. WRECKED SET - LATE AFTERNOON
desc2.4,desc,,"We're over Otis's shoulder, walking stiffly through production in a body harness he can't remove. As he walks towards his trailer we see flashes of various ACTION SCENES he's filmed for the movie. - Shirtless and fist-fighting in a dark trailer... and CUT. - Breaking out of jail through an underground tunnel... and"
desc2.5,desc,,- Wandering through the desert holding a shotgun... and CUT. Until he reaches his trailer.
scene3,slugline,,8FLiX.com SCREENPLAY DATABASE INT. STAR WAGON TRAILER - EARLY EVENING
desc3.6,desc,,"Door opens. Light switch. Otis enters his plushy trailer. Fruit basket. Chandelier. It looks neat. Otis is a mess. He is still in his body harness. He puts his fingers in his mouth to calm himself the way we learn later he did when he was a kid. Like a pacifier. He sits back but his back gets pinched by the harness. He jumps forward and reaches for the back strap. He can't get it. He tries again. Nope. He grabs a bottle of water and takes a sip. A breath. Shakes his arms. Leans forward and tries again. He touched it. He touched the strap! He stops. New plan. He finds room in the middle of the trailer, bends down starts swaying with his arms around his back, trying to catch the strap. Left, Right. Fuck... Almost. He takes a break. Looks for his pack of smokes. Can't find them. He opens a gift basket and pulls out a BOTTLE OF WHISKEY. He downs a third of the bottle. He opens the fridge, closes it before he looks inside and runs out of the trailer... Our shot remains locked off."
desc3.7,desc,,ANYBODY GOT A WALKIE! FUCK ME! We see the water in a glass on the table settle. We watch the chair stop spinning. Then we hear Otis run past us the other way. His breathing has quickened. We hear him punch the side of the trailer in frustration. BANG!
utter3.8,utter,OTIS (O.S.) (CONT'D),I'm in this fucking... You fuckers lit me on fire and left me in a vice!!!
